partition,elements,neighboring_ranks,max_mpi_faces_per_neighboring_rank,interior_elements,mpi_elements,mpi_faces,mpi_dr_faces,dynamic_rupture_faces,free_surface_faces,transparent_faces
254,13681,13,516,11987,1694,2183,0,0,0,415
255,13658,12,516,11956,1702,2193,0,0,0,157
256,13678,8,346,12220,1458,1834,0,0,0,540
257,13655,17,296,11890,1765,2272,0,0,0,0
258,13669,17,315,11862,1807,2338,0,0,0,0
259,13668,16,474,11795,1873,2456,0,0,0,0
260,13666,15,474,11692,1974,2534,0,0,0,0
261,13681,12,415,12179,1502,1974,0,0,0,322
262,13573,9,413,11976,1597,1956,0,0,0,286
263,13653,13,354,11926,1727,2236,0,0,0,0
264,13701,19,336,11710,1991,2572,0,0,0,0
265,13708,8,382,12367,1341,1693,0,0,0,551
266,13771,10,398,12285,1486,1978,0,0,0,242
267,13641,8,438,12173,1468,1933,0,0,0,369
268,13665,15,370,11941,1724,2254,0,0,0,0
269,13663,10,370,12119,1544,1977,0,0,0,305
270,13623,16,459,11637,1986,2500,0,0,0,0
271,13635,9,459,12254,1381,1750,0,0,0,454
272,13667,17,380,11704,1963,2540,0,0,0,0
273,13732,15,413,11925,1807,2338,0,0,0,0
274,13660,17,413,11828,1832,2328,0,0,0,0
275,13704,17,260,11887,1817,2346,0,0,0,0
276,13662,14,415,11870,1792,2334,0,0,0,0
277,13626,13,415,11851,1775,2244,0,0,0,0
278,13660,15,326,11792,1868,2398,0,0,0,0
279,13605,18,346,11728,1877,2390,0,0,0,0
280,13671,20,385,11756,1915,2436,0,0,0,0
281,13655,19,376,11748,1907,2482,0,0,0,0
282,13653,14,376,11751,1902,2450,0,0,0,0
283,13654,12,395,11758,1896,2446,0,0,0,0
284,13667,15,390,11618,2049,2674,0,0,0,0
285,13701,17,350,11960,1741,2290,0,0,0,0
286,13691,13,473,11876,1815,2374,0,0,0,0
287,13602,14,437,11768,1834,2314,0,0,0,0
288,13655,15,506,11827,1828,2368,0,0,0,0
289,13630,17,506,11653,1977,2538,0,0,0,0
290,13708,17,366,11753,1955,2518,0,0,0,0
291,13608,15,364,11779,1829,2308,0,0,0,0
292,13515,16,372,11637,1878,2348,0,0,0,0
293,13667,19,473,11632,2035,2638,0,0,0,0
294,13652,15,437,11831,1821,2326,0,0,0,0
295,13638,12,321,11890,1748,2198,0,0,0,0
296,13668,15,390,11756,1912,2508,0,0,0,0
297,13661,17,463,11739,1922,2476,0,0,0,0
298,13772,17,463,11901,1871,2466,0,0,0,0
299,13669,11,330,12108,1561,1960,0,0,0,284
300,13703,17,437,11690,2013,2586,0,0,0,0
301,13639,11,414,12111,1528,1945,0,0,0,351
302,13668,13,476,11964,1704,2153,0,0,0,135
303,13709,12,476,11811,1898,2398,0,0,0,98
304,13667,11,467,12226,1441,1781,0,0,0,491
305,13660,15,467,11668,1992,2500,0,0,0,0
306,13651,13,374,11788,1863,2406,0,0,0,0
307,13705,17,321,11782,1923,2496,0,0,0,0
308,13597,17,322,11634,1963,2418,0,0,0,0
309,13668,17,411,11813,1855,2484,0,0,0,0
310,13675,14,411,11849,1826,2410,0,0,0,0
311,13787,15,338,11868,1919,2544,0,0,0,0
312,13641,13,437,11757,1884,2346,0,0,0,0
313,13662,15,403,11854,1808,2356,0,0,0,0
314,13665,11,335,12249,1416,1809,0,0,0,423
315,13652,12,518,11939,1713,2180,0,0,0,360
316,13668,14,481,11831,1837,2392,0,0,0,0
317,13663,17,395,11690,1973,2558,0,0,0,0
318,13666,14,518,11619,2047,2639,0,0,0,51
319,13632,10,476,12209,1423,1778,0,0,0,434
320,13592,12,442,12126,1466,1772,0,0,0,394
321,13699,14,373,11807,1892,2465,0,0,0,125
322,13720,15,481,11868,1852,2460,0,0,0,0
323,13637,9,518,12163,1474,1854,0,0,0,498
324,13650,11,518,11874,1776,2312,0,0,0,44
325,13638,15,371,11809,1829,2350,0,0,0,0
326,13657,20,402,11581,2076,2676,0,0,0,0
327,13662,14,346,11812,1850,2370,0,0,0,0
328,13680,17,389,11868,1812,2364,0,0,0,0
329,13684,14,389,11792,1892,2466,0,0,0,0
330,13662,13,314,11744,1918,2452,0,0,0,0
331,13672,10,332,12034,1638,2085,0,0,0,305
332,13653,13,369,11758,1895,2402,0,0,0,0
333,13654,12,382,12181,1473,1950,0,0,0,492
334,13654,18,248,11894,1760,2284,0,0,0,0
335,13660,9,398,12190,1470,1948,0,0,0,374
336,13672,7,428,12415,1257,1610,0,0,0,598
337,13656,11,426,11857,1799,2295,0,0,0,179
338,13656,15,391,11832,1824,2366,0,0,0,0
339,13638,9,428,12056,1582,1964,0,0,0,380
340,13664,16,416,11688,1976,2554,0,0,0,0
341,13664,15,389,11732,1932,2506,0,0,0,0
342,13664,16,389,11710,1954,2524,0,0,0,0
343,13665,11,413,12006,1659,2161,0,0,0,301
344,13657,13,412,12134,1523,1968,0,0,0,456
345,13661,14,416,11739,1922,2474,0,0,0,0
346,13678,13,343,12137,1541,1996,0,0,0,364
347,13654,11,452,12041,1613,2118,0,0,0,276
348,13658,8,452,12441,1217,1554,0,0,0,704
349,13653,12,450,12140,1513,1986,0,0,0,416
350,13665,18,423,11660,2005,2664,0,0,0,0
351,13666,15,365,11789,1877,2446,0,0,0,0
352,13680,10,351,12075,1605,2089,0,0,0,243
353,13659,10,423,12046,1613,2015,0,0,0,291
354,13596,15,260,11824,1772,2260,0,0,0,0
355,13678,15,470,11845,1833,2380,0,0,0,0
356,13659,17,470,11727,1932,2570,0,0,0,0
357,13669,14,537,11688,1981,2548,0,0,0,0
358,13669,15,537,11677,1992,2594,0,0,0,0
359,13676,13,421,12128,1548,2057,0,0,0,291
360,13693,9,421,12175,1518,2012,0,0,0,260
361,13597,17,426,11652,1945,2448,0,0,0,0
362,13745,12,352,12291,1454,1898,0,0,0,400
363,13583,10,320,12066,1517,1912,0,0,0,290
364,13617,12,505,11737,1880,2390,0,0,0,0
365,13683,16,505,11866,1817,2438,0,0,0,0
366,13634,15,352,11687,1947,2462,0,0,0,0
367,13770,20,383,11835,1935,2586,0,0,0,0
368,13682,11,385,12179,1503,1983,0,0,0,335
369,13664,14,454,12121,1543,2014,0,0,0,386
370,13678,13,454,11872,1806,2322,0,0,0,86
371,13672,10,310,12109,1563,1991,0,0,0,251
372,13641,9,619,11887,1754,2207,0,0,0,449
373,13601,13,333,11832,1769,2183,0,0,0,233
374,13615,10,619,11921,1694,2114,0,0,0,170
375,13648,20,557,11589,2059,2608,0,0,0,0
376,13656,17,417,11725,1931,2484,0,0,0,0
377,13663,17,557,11758,1905,2490,0,0,0,0
378,13694,16,457,11882,1812,2400,0,0,0,0
379,13687,14,457,11866,1821,2338,0,0,0,0
380,13676,17,402,11710,1966,2504,0,0,0,0
381,13668,18,402,11743,1925,2542,0,0,0,0
382,13675,11,401,12167,1508,1946,0,0,0,528
383,13589,10,407,12046,1543,1917,0,0,0,327
384,13671,13,407,11696,1975,2578,0,0,0,0
385,13672,15,285,11813,1859,2374,0,0,0,0
386,13682,12,367,12183,1499,1962,0,0,0,458
387,13642,15,342,11822,1820,2260,0,0,0,0
388,13674,19,397,11558,2116,2700,0,0,0,0
389,13666,15,499,11686,1980,2522,0,0,0,0
390,13648,16,499,11763,1885,2408,0,0,0,0
391,13602,18,418,11797,1805,2256,0,0,0,0
392,13662,14,404,11808,1854,2394,0,0,0,0
393,13661,12,496,11713,1948,2586,0,0,0,0
394,13659,15,496,11662,1997,2588,0,0,0,0
395,13668,17,461,11698,1970,2586,0,0,0,0
396,13668,17,461,11791,1877,2354,0,0,0,0
397,13684,17,430,11845,1839,2442,0,0,0,0
398,13616,15,473,11718,1898,2450,0,0,0,0
399,13637,15,473,11853,1784,2288,0,0,0,0
400,13660,16,370,11742,1918,2468,0,0,0,0
401,13610,15,370,11727,1883,2370,0,0,0,0
402,13722,11,509,12059,1663,2087,0,0,0,319
403,13657,14,541,12006,1651,2144,0,0,0,182
404,13662,12,541,12064,1598,2174,0,0,0,304
405,13607,10,341,12030,1577,1987,0,0,0,321
406,13762,15,341,11976,1786,2270,0,0,0,50
407,13688,14,578,11882,1806,2367,0,0,0,203
408,13681,11,578,12116,1565,2047,0,0,0,337
409,13651,16,509,11750,1901,2526,0,0,0,0
410,13674,15,509,11811,1863,2426,0,0,0,0
411,13658,14,489,11844,1814,2340,0,0,0,0
412,13658,12,359,11913,1745,2268,0,0,0,0
413,13659,17,418,11637,2022,2610,0,0,0,0
414,13673,15,405,11764,1909,2414,0,0,0,0
415,13674,20,383,11691,1983,2574,0,0,0,0
416,13680,15,418,11796,1884,2424,0,0,0,0
417,13629,17,407,11778,1851,2382,0,0,0,0
418,13599,17,407,11732,1867,2360,0,0,0,0
419,13772,14,419,12041,1731,2296,0,0,0,0
420,13645,17,428,11577,2068,2530,0,0,0,0
421,13666,17,296,11874,1792,2318,0,0,0,0
422,13665,16,378,11670,1995,2606,0,0,0,0
423,13781,18,334,12039,1742,2426,0,0,0,0
424,13599,13,413,11795,1804,2222,0,0,0,0
425,13583,18,275,11734,1849,2338,0,0,0,0
426,13685,19,276,11946,1739,2286,0,0,0,0
427,13639,16,413,11647,1992,2536,0,0,0,0
428,13751,18,423,11997,1754,2376,0,0,0,0
429,13611,14,423,11738,1873,2348,0,0,0,0
430,13630,19,489,11607,2023,2576,0,0,0,0
431,13703,17,473,11664,2039,2604,0,0,0,0
432,13672,15,473,11843,1829,2398,0,0,0,0
433,13625,14,466,11710,1915,2418,0,0,0,0
434,13643,17,488,11638,2005,2558,0,0,0,0
435,13680,14,488,11900,1780,2314,0,0,0,0
436,13673,16,450,11788,1885,2464,0,0,0,0
437,13643,20,365,11747,1896,2390,0,0,0,0
438,13705,21,273,11826,1879,2386,0,0,0,0
439,13698,14,383,11958,1740,2250,0,0,0,0
440,13685,18,475,11974,1711,2138,0,0,0,262
441,13644,5,346,12629,1015,1141,0,0,679,386
442,13648,9,361,12301,1347,1522,0,0,386,510
443,13576,10,319,12263,1313,1413,0,0,669,0
444,13624,10,459,12151,1473,1621,0,0,803,0
445,13599,8,459,12360,1239,1402,0,0,784,0
446,13625,7,343,12363,1262,1404,0,0,752,0
447,13623,6,343,12337,1286,1379,0,0,831,0
448,13654,13,423,12137,1517,1663,0,0,653,0
449,13622,5,423,12452,1170,1311,0,0,731,0
450,13685,13,343,11957,1728,2035,0,0,579,0
451,13620,13,334,11818,1802,2286,0,0,0,0
452,13710,19,334,11902,1808,2320,0,0,0,0
453,13548,9,337,12161,1387,1543,0,0,681,0
454,13682,11,337,12282,1400,1592,0,0,808,0
455,13598,10,274,12306,1292,1400,0,0,1030,0
456,13574,10,277,12279,1295,1423,0,0,873,0
457,13683,15,333,12127,1556,1936,0,0,0,398
458,13532,6,434,12404,1128,1263,0,0,633,288
459,13702,8,389,12613,1089,1230,0,0,843,259
460,13679,5,434,12578,1101,1250,0,0,714,246
461,13671,8,347,12418,1253,1371,0,0,769,0
462,13568,9,353,12217,1351,1554,0,0,340,590
463,13636,14,363,11798,1838,2282,0,0,0,184
464,13556,12,314,12269,1287,1455,0,0,927,0
465,13624,15,432,11756,1868,2344,0,0,0,0
466,13684,16,432,11645,2039,2534,0,0,254,0
467,13685,10,317,12304,1381,1543,0,0,689,0
468,13668,9,324,12402,1266,1405,0,0,913,0
469,13589,11,324,12124,1465,1602,0,0,752,0
470,13626,9,319,12399,1227,1330,0,0,920,0
471,13711,10,319,12433,1278,1452,0,0,876,0
472,13691,8,264,12523,1168,1322,0,0,786,0
473,13664,10,396,12300,1364,1545,0,0,839,0
474,13618,10,396,12196,1422,1634,0,0,720,0
475,13661,18,376,11758,1903,2338,0,0,0,0
476,13673,15,426,11837,1836,2336,0,0,0,0
477,13571,16,334,11722,1849,2148,0,0,264,0
478,13646,7,356,12423,1223,1375,0,0,837,0
479,13595,9,356,12295,1300,1431,0,0,895,0
480,13679,11,242,12341,1338,1561,0,0,843,0
481,13669,9,419,12419,1250,1436,0,0,868,0
482,13643,20,439,11686,1957,2478,0,0,0,0
483,13620,13,419,12068,1552,1780,0,0,550,0
484,13639,9,306,12386,1253,1405,0,0,725,0
485,13662,7,316,12539,1123,1275,0,0,847,0
486,13574,10,316,12136,1438,1599,0,0,635,0
487,13572,7,343,12373,1199,1373,0,0,901,0
488,13674,17,361,11626,2048,2482,0,0,102,0
489,13667,17,427,11820,1847,2324,0,0,0,0
490,13624,17,427,11765,1859,2294,0,0,0,0
491,13591,17,367,11752,1839,2384,0,0,0,0
492,13674,14,501,11907,1767,2312,0,0,0,0
493,13659,14,501,11665,1994,2564,0,0,0,0
494,13744,14,367,12037,1707,2264,0,0,0,0
495,13626,16,395,11818,1808,2276,0,0,0,0
496,13670,15,320,11930,1740,2264,0,0,0,0
497,13603,17,291,11770,1833,2282,0,0,0,0
498,13603,11,363,11851,1752,2094,0,0,0,316
499,13682,14,416,12002,1680,2196,0,0,0,188
500,13673,15,395,11747,1926,2448,0,0,0,0
501,13572,11,475,11942,1630,1986,0,0,0,326
502,13688,15,392,11868,1820,2342,0,0,0,106
503,13669,13,315,12181,1488,1897,0,0,0,333
504,13630,13,563,11748,1882,2422,0,0,0,0
505,13663,18,563,11668,1995,2556,0,0,0,0
506,13568,19,360,11712,1856,2408,0,0,0,0
507,13654,11,419,12239,1415,1883,0,0,0,429
508,13639,9,460,11903,1736,2226,0,0,0,138
509,13604,11,566,11996,1608,2062,0,0,0,312
510,13743,12,566,11917,1826,2356,0,0,0,76
511,13685,19,468,11654,2031,2584,0,0,0,0
512,13752,19,482,11856,1896,2474,0,0,0,0
513,13573,17,482,11587,1986,2502,0,0,0,0
514,13703,12,493,11979,1724,2227,0,0,0,177
515,13612,13,493,11655,1957,2373,0,0,0,83
516,13743,13,422,11862,1881,2386,0,0,0,110
517,13660,8,460,12218,1442,1857,0,0,0,313
518,13632,15,291,11872,1760,2258,0,0,0,0
519,13688,15,416,11969,1719,2246,0,0,0,0
520,13660,19,393,11734,1926,2522,0,0,0,0
521,13721,15,455,11896,1825,2380,0,0,0,0
522,13589,19,455,11610,1979,2536,0,0,0,0
523,13552,16,418,11642,1910,2422,0,0,0,0
524,13715,15,366,11791,1924,2468,0,0,0,0
525,13682,14,478,11667,2015,2574,0,0,0,0
526,13630,13,367,11841,1789,2344,0,0,0,0
527,13672,16,478,11779,1893,2428,0,0,0,0
528,13598,15,340,11739,1859,2382,0,0,0,0
529,13630,16,340,11763,1867,2414,0,0,0,0
530,13628,14,383,11841,1787,2298,0,0,0,0
